1691,Principles and Practice of Parallel Programming,PPoPP,ICORE2026,B,Yes,4606,,
1661,Pacific Rim International Conference on Artificial Intelligence,PRICAI,ICORE2026,B,Yes,4602,,
1663,International Conference on Principles of Practice in Multi-Agent Systems (prior to 2009 was Pacific Rim International Workshop on Multi-Agents),PRIMA,ICORE2026,B,Yes,4602,,
1696,Product Focused Software Process Improvement,PROFES,ICORE2026,B,Yes,4612,,
2312,International Conference on Quality of Multimedia Experience,QoMEX,ICORE2026,B,Yes,4608,4603,4607
1192,International Conference on Research Challenges in Information Science,RCIS,ICORE2026,B,Yes,46,,
950,International Conference on Computational Molecular Biology,RECOMB,ICORE2026,B,No,4601,,
1521,International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,ICORE2026,B,Yes,4612,,
1186,International Conference on Embedded and Real Time Computing Systems and Applications,RTCSA,ICORE2026,B,Yes,4606,,
2216,International Joint Conference on Rules and Reasoning,RuleML+RR,ICORE2026,B,Yes,4602,4613,4601
1932,International Conference on Runtime Verification (was workshop pre 2010),RV,ICORE2026,B,Yes,4612,,
138,Selected Areas in Cryptography,SAC,ICORE2026,B,Yes,4604,,
961,"International Conference on Computer Safety, Reliability and Security",SAFECOMP,ICORE2026,B,No,4604,,
1348,International Symposium on Algorithmic Game Theory,SAGT,ICORE2026,B,No,4613,,
1763,Static Analysis Symposium,SAS,ICORE2026,B,Yes,4612,,
1378,International Symposium on Experimental Algorithms,SEA,ICORE2026,B,No,4613,,
464,Euromicro Conference on Software Engineering and Advanced Applications,SEAA,ICORE2026,B,No,4612,4601,
610,"IEEE International Conference on Sensing, Communication and Networking",SECON,ICORE2026,B,No,4606,,
1211,International Conference on Software Engineering and Formal Methods,SEFM,ICORE2026,B,Yes,4612,,
615,IEEE Congress on Services,SERVICES,ICORE2026,B,No,4606,,
1784,Symposium on Geometry Processing,SGP,ICORE2026,B,No,4607,4603,
1729,Annual Meeting of the Special Interest Group on Discourse and Dialog,SIGdial,ICORE2026,B,Yes,4602,,
866,International Colloquium on Structural Information and Communication Complexity,SIROCCO,ICORE2026,B,No,4613,,
2240,International Conference on Similarity Search and Applications,SISAP,ICORE2026,B,Yes,4605,,
1215,International Conference on Software Language Engineering,SLE,ICORE2026,B,Yes,4612,,
611,"IEEE Conference on Systems, Man and Cybernetics",SMC,ICORE2026,B,No,4608,,
407,Current Trends in Theory and Practice of Computer Science,SOFSEM,ICORE2026,B,Yes,46,,
1790,Symposium on Parallelism in Algorithms and Architectures,SPAA,ICORE2026,B,Yes,4606,,
2282,Software Product Lines Conference,SPLC,ICORE2026,B,Yes,4612,4601,4602
1792,Symposium on Reliable Distributed Systems,SRDS,ICORE2026,B,Yes,4606,,
2283,International Symposium on Search Based Software Engineering,SSBSE,ICORE2026,B,Yes,4612,4602,
1197,International Conference on Scientific and Statistical Data Base Management,SSDBM,ICORE2026,B,Yes,4605,,
1766,Structural and Syntactical Pattern Recognition,SSPR,ICORE2026,B,Yes,4603,,
1416,International Symposium on Spatial and Temporal Databases,SSTD,ICORE2026,B,Yes,4601,,
1246,International Conference on Theorem Proving with Analytic Tableaux and Related Methods,TABLEAUX,ICORE2026,B,Yes,4613,,
2288,International Conference on Technical Debt,TechDebt,ICORE2026,B,Yes,4612,,
1798,"Tangible, Embedded, and Embodied Interaction",TEI,ICORE2026,B,Yes,4608,,
2013,International Conference on Theory and Practice of Digital Libraries (was ECDL until 2010),TPDL,ICORE2026,B,Yes,4605,,
1253,"International Conference on Trust, Privacy and Security in Digital Business",TrustBus,ICORE2026,B,Yes,4604,,
790,"International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,ICORE2026,B,Yes,4604,,
1262,International Conference on Virtual Execution Environments,VEE,ICORE2026,B,Yes,4606,,
720,IEEE International Working Conference on Software Visualisation,VISSOFT,ICORE2026,B,No,4608,4612,
752,IEEE Symposium on Visual Languages and Human-Centric Computing (was VL),VL/HCC,ICORE2026,B,Yes,4608,,
1847,"Verification, Model Checking and Abstract Interpretation",VMCAI,ICORE2026,B,No,4612,,
757,IEEE Vehicular Technology Conference,VTC,ICORE2026,B,Yes,4606,,
108,Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures),WADS,ICORE2026,B,Yes,4613,,
1448,International Conference and Workshops on Algorithms and Computation,WALCOM,ICORE2026,B,Yes,4613,,
1879,Workshop on Approximation and Online Algorithms,WAOA,ICORE2026,B,Yes,4613,,
760,IEEE Wireless Communications and Networking Conference,WCNC,ICORE2026,B,No,4606,,
794,IEEE/WIC/ACM International Conference on Web Intelligence (previously joint with Intelligent Agent Technology WI-IAT),WI,ICORE2026,B,Yes,4602,4605,
679,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,ICORE2026,B,Yes,4606,,
1401,"International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks",WiOpt,ICORE2026,B,Yes,4606,,
1271,International Conference on Web Information Systems Engineering,WISE,ICORE2026,B,Yes,4605,4606,
